12,1692871456.360252,1692871456.3901281
9,1692871456.538835,1692871456.5414772
11,1692871456.687977,1692871456.690778
9,1692871456.837472,1692871456.839755
9,1692871456.989016,1692871456.991372
10,1692871457.153173,1692871457.1558888
13,1692871457.300077,1692871457.3036108
12,1692871457.461958,1692871457.465777
10,1692871457.618747,1692871457.621311
8,1692871457.778718,1692871457.780671
11,1692871457.923163,1692871457.9265978
10,1692871458.0677419,1692871458.070292
12,1692871458.221836,1692871458.225373
10,1692871458.3710668,1692871458.373564
9,1692871458.516512,1692871458.5201778
13,1692871458.67578,1692871458.6793852
12,1692871458.905469,1692871458.911839
10,1692871459.082581,1692871459.085804
11,1692871459.2448661,1692871459.253453
8,1692871459.396344,1692871459.398548
9,1692871459.611546,1692871459.614845
10,1692871459.907149,1692871459.910542
11,1692871460.0723782,1692871460.074985
9,1692871460.217976,1692871460.220437
10,1692871460.355607,1692871460.358172
9,1692871460.51542,1692871460.5175948
10,1692871460.661383,1692871460.6638012
9,1692871460.8037992,1692871460.806462
23,1692871460.945332,1692871460.958107
10,1692871461.092936,1692871461.0952692
8,1692871461.2322319,1692871461.234215
9,1692871461.3770702,1692871461.3855228
92,1692871461.52497,1692871461.6244469
57,1692871461.7464142,1692871461.83631
31,1692871461.964293,1692871462.0509388
49,1692871462.178005,1692871462.258879
15,1692871462.489913,1692871462.535977
16,1692871462.6711948,1692871462.711158
11,1692871462.849431,1692871462.8674161
14,1692871463.009995,1692871463.025514
10,1692871463.165984,1692871463.172242
9,1692871463.302578,1692871463.30476
17,1692871463.421101,1692871463.439643
13,1692871463.583622,1692871463.602849
14,1692871463.807632,1692871463.848201
18,1692871464.0197482,1692871464.170242
21,1692871464.352073,1692871464.4381561
19,1692871464.644089,1692871464.682438
38,1692871464.8322618,1692871464.936403
56,1692871465.094208,1692871465.222075
91,1692871465.3609018,1692871465.570092
37,1692871465.707544,1692871465.789473
35,1692871465.933279,1692871466.0043972
33,1692871466.1656132,1692871466.248565
30,1692871466.3863301,1692871466.4514828
43,1692871466.600058,1692871466.670222
28,1692871466.7974021,1692871466.848181
27,1692871466.978144,1692871467.02226
26,1692871467.261482,1692871467.3055658
32,1692871467.433562,1692871467.4899552
25,1692871467.631019,1692871467.676812
22,1692871467.813359,1692871467.84929
25,1692871467.983927,1692871468.022018
24,1692871468.153177,1692871468.194796
22,1692871468.326585,1692871468.361591
22,1692871468.4908931,1692871468.533886
20,1692871468.661651,1692871468.7003992
30,1692871468.848858,1692871468.917151
25,1692871469.054194,1692871469.10069
33,1692871469.231185,1692871469.298957
40,1692871469.4281542,1692871469.503581
33,1692871469.644744,1692871469.714195
50,1692871469.854164,1692871469.9452212
57,1692871470.078835,1692871470.180765
77,1692871470.322158,1692871470.4691541
90,1692871470.605629,1692871470.792602
64,1692871470.934923,1692871471.068464
77,1692871471.2061398,1692871471.354462
52,1692871471.486855,1692871471.601095
111,1692871471.8339992,1692871472.070134
72,1692871472.223273,1692871472.373118
137,1692871472.518229,1692871472.811306
71,1692871472.971307,1692871473.124171
68,1692871473.273143,1692871473.474377
152,1692871473.7016718,1692871474.270862
65,1692871474.529925,1692871474.771168
56,1692871474.9854221,1692871475.211703
158,1692871475.441961,1692871475.7524219
68,1692871475.897224,1692871476.0502222
85,1692871476.199738,1692871476.372736
45,1692871476.514988,1692871476.636744
26,1692871476.779989,1692871476.840802
41,1692871476.98695,1692871477.093122
39,1692871477.233763,1692871477.34874
43,1692871477.480994,1692871477.588144
23,1692871477.7296362,1692871477.785146
49,1692871477.921677,1692871478.030315
73,1692871478.1640599,1692871478.268239
102,1692871478.531792,1692871478.888133
65,1692871479.051819,1692871479.204567
65,1692871479.3592808,1692871479.462965
64,1692871479.62049,1692871479.715977
29,1692871479.86799,1692871479.905247
52,1692871480.057537,1692871480.121894
30,1692871480.271918,1692871480.306966
25,1692871480.459845,1692871480.501821
45,1692871480.645752,1692871480.714119
49,1692871480.8731232,1692871480.944248
31,1692871481.0951638,1692871481.1302679
31,1692871481.2763069,1692871481.324824
33,1692871481.482801,1692871481.534843
60,1692871481.6876202,1692871481.786138
89,1692871481.9526348,1692871482.1214862
50,1692871482.304807,1692871482.403265
71,1692871482.564113,1692871482.7011259
166,1692871482.857868,1692871483.2124832
93,1692871483.451777,1692871483.656933
66,1692871483.8110678,1692871483.9265
52,1692871484.075773,1692871484.180662
78,1692871484.333319,1692871484.482087
173,1692871484.641515,1692871485.0348969
57,1692871485.1869,1692871485.290743
122,1692871485.440659,1692871485.679997
77,1692871485.832129,1692871485.983344
44,1692871486.138431,1692871486.222124
51,1692871486.3708959,1692871486.468679
46,1692871486.718555,1692871486.809563
46,1692871486.9918249,1692871487.0833018
27,1692871487.2330072,1692871487.283137
38,1692871487.431214,1692871487.502381
41,1692871487.670103,1692871487.747177
30,1692871487.9075751,1692871487.977023
32,1692871488.1339252,1692871488.19751
34,1692871488.354572,1692871488.4359941
31,1692871488.6863098,1692871488.7603688
49,1692871488.916233,1692871489.0408099
48,1692871489.200982,1692871489.327913
56,1692871489.490826,1692871489.617961
89,1692871489.794101,1692871489.969704
163,1692871490.128407,1692871490.473931
113,1692871490.641005,1692871490.920481
117,1692871491.076475,1692871491.294198
117,1692871491.448169,1692871491.867917
94,1692871492.031862,1692871492.227817
110,1692871492.4041102,1692871492.650937
89,1692871492.828852,1692871493.04913
118,1692871493.231519,1692871493.520362
111,1692871493.683965,1692871493.906914
104,1692871494.071958,1692871494.280397
95,1692871494.486943,1692871494.707435
92,1692871494.8831801,1692871495.072469
79,1692871495.325942,1692871495.501097
85,1692871495.665997,1692871495.87115
95,1692871496.0240908,1692871496.2194161
84,1692871496.3857448,1692871496.6035829
61,1692871496.780131,1692871496.954525
22,1692871497.129696,1692871497.171896
46,1692871497.3397639,1692871497.443676
17,1692871497.654187,1692871497.6881971
18,1692871497.853812,1692871497.892162
62,1692871498.058497,1692871498.222233
39,1692871498.385858,1692871498.484501
29,1692871498.647984,1692871498.720122
52,1692871498.886694,1692871499.01223
104,1692871499.1791072,1692871499.420149
69,1692871499.5810308,1692871499.758707
90,1692871499.917674,1692871500.154198
101,1692871500.315559,1692871500.708659
92,1692871500.9680488,1692871501.1893811
193,1692871501.3563101,1692871501.751284
220,1692871501.9101691,1692871502.451984
32,1692871502.6090581,1692871502.661721
220,1692871502.8007581,1692871503.2349389
