94,1692933868.735308,1692933868.855159
11,1692933868.9841862,1692933868.989915
19,1692933869.1300108,1692933869.149468
18,1692933869.288883,1692933869.306239
10,1692933869.448422,1692933869.4550788
9,1692933869.60318,1692933869.605898
9,1692933869.735224,1692933869.737907
11,1692933869.8766358,1692933869.8808372
9,1692933870.0263622,1692933870.0287302
21,1692933870.175646,1692933870.198459
11,1692933870.328903,1692933870.334517
8,1692933870.465842,1692933870.468971
14,1692933870.609257,1692933870.6223638
10,1692933870.7578518,1692933870.7603729
13,1692933870.891415,1692933870.897535
11,1692933871.033407,1692933871.0404859
11,1692933871.179317,1692933871.1862102
10,1692933871.332032,1692933871.334514
10,1692933871.5467992,1692933871.555616
9,1692933871.696191,1692933871.710262
27,1692933871.847866,1692933871.8843899
10,1692933872.0154188,1692933872.02179
13,1692933872.1462579,1692933872.157999
9,1692933872.288142,1692933872.291069
17,1692933872.409106,1692933872.425159
9,1692933872.557558,1692933872.5709682
13,1692933872.701165,1692933872.708708
10,1692933872.833225,1692933872.843572
37,1692933872.962677,1692933873.04833
19,1692933873.163958,1692933873.2305121
12,1692933873.3467698,1692933873.379889
10,1692933873.506312,1692933873.5106099
20,1692933873.6725152,1692933873.6991072
10,1692933873.8256571,1692933873.828226
13,1692933873.961,1692933873.96772
16,1692933874.115674,1692933874.1323972
9,1692933874.263724,1692933874.265899
10,1692933874.409739,1692933874.412228
9,1692933874.5544431,1692933874.556965
11,1692933874.68895,1692933874.703827
36,1692933874.918098,1692933875.0186229
24,1692933875.1602838,1692933875.213135
39,1692933875.338617,1692933875.419667
51,1692933875.531753,1692933875.639578
59,1692933875.751076,1692933875.866713
64,1692933875.9856389,1692933876.0982609
28,1692933876.213963,1692933876.2682822
32,1692933876.382519,1692933876.4441369
49,1692933876.554647,1692933876.646744
29,1692933876.7623081,1692933876.802978
22,1692933876.92542,1692933876.959105
22,1692933877.076916,1692933877.100595
14,1692933877.223378,1692933877.228022
18,1692933877.3558881,1692933877.388926
13,1692933877.515575,1692933877.52338
9,1692933877.663394,1692933877.6657631
18,1692933877.795351,1692933877.813483
8,1692933877.938839,1692933877.941201
25,1692933878.075486,1692933878.116831
26,1692933878.2361338,1692933878.283817
25,1692933878.411906,1692933878.463088
50,1692933878.589681,1692933878.679314
19,1692933878.883404,1692933878.937909
67,1692933879.065639,1692933879.1957178
35,1692933879.3258612,1692933879.400318
71,1692933879.522051,1692933879.657216
28,1692933879.7873,1692933879.8508742
17,1692933879.9730308,1692933880.006135
10,1692933880.133932,1692933880.143984
12,1692933880.275695,1692933880.2865999
9,1692933880.420201,1692933880.422793
12,1692933880.562161,1692933880.5747058
13,1692933880.7076669,1692933880.723108
17,1692933880.8508239,1692933880.869693
26,1692933880.99772,1692933881.054774
22,1692933881.183965,1692933881.224798
30,1692933881.3535922,1692933881.4043221
30,1692933881.544317,1692933881.606085
73,1692933881.749519,1692933881.8873658
56,1692933882.01556,1692933882.107759
59,1692933882.238842,1692933882.341413
36,1692933882.476761,1692933882.540329
42,1692933882.749526,1692933882.8246
48,1692933882.944931,1692933883.0440462
35,1692933883.1646411,1692933883.23425
22,1692933883.359603,1692933883.4073238
27,1692933883.5310342,1692933883.597305
15,1692933883.7121038,1692933883.758285
9,1692933883.928074,1692933883.9361138
15,1692933884.0921211,1692933884.1145432
12,1692933884.266419,1692933884.276306
12,1692933884.426953,1692933884.460593
21,1692933884.606667,1692933884.681591
24,1692933884.805037,1692933884.848686
22,1692933884.983347,1692933885.0398788
23,1692933885.180846,1692933885.2296
35,1692933885.367637,1692933885.4286778
72,1692933885.553515,1692933885.67837
99,1692933885.812549,1692933885.987999
58,1692933886.1359549,1692933886.255369
80,1692933886.386636,1692933886.546664
88,1692933886.689313,1692933886.8630772
68,1692933887.003293,1692933887.1264892
51,1692933887.3445928,1692933887.449097
46,1692933887.581918,1692933887.6977851
43,1692933887.831239,1692933887.9244218
39,1692933888.058644,1692933888.138141
31,1692933888.26701,1692933888.3312829
38,1692933888.481248,1692933888.56093
21,1692933888.692565,1692933888.7303839
21,1692933888.889222,1692933888.949976
15,1692933889.1136,1692933889.1333802
11,1692933889.29732,1692933889.30596
9,1692933889.474263,1692933889.4774568
8,1692933889.626255,1692933889.628824
25,1692933889.768561,1692933889.818599
24,1692933889.956699,1692933890.008338
35,1692933890.148607,1692933890.2212229
20,1692933890.360013,1692933890.402563
35,1692933890.554788,1692933890.622178
36,1692933890.773505,1692933890.8547578
81,1692933890.996885,1692933891.168767
144,1692933891.306273,1692933891.566102
64,1692933891.7868218,1692933891.908791
93,1692933892.046124,1692933892.2172182
68,1692933892.362934,1692933892.491125
51,1692933892.644317,1692933892.7481332
52,1692933892.9038348,1692933893.015142
53,1692933893.171181,1692933893.306921
83,1692933893.463118,1692933893.6298969
35,1692933893.790064,1692933893.8622808
42,1692933894.020809,1692933894.1058218
30,1692933894.2646248,1692933894.321762
37,1692933894.479628,1692933894.5587342
24,1692933894.721685,1692933894.7590022
20,1692933894.920495,1692933894.942971
15,1692933895.1248481,1692933895.168597
15,1692933895.35362,1692933895.366324
10,1692933895.663017,1692933895.665906
17,1692933895.826616,1692933895.881866
31,1692933896.070766,1692933896.1326358
29,1692933896.392585,1692933896.451614
29,1692933896.6048598,1692933896.65566
22,1692933896.802824,1692933896.843633
16,1692933897.0071628,1692933897.033872
51,1692933897.196775,1692933897.3010712
